symbol,fiscaldate_end,reported_currency,gross_profit,total_revenue,costof_revenue,costof_goodservices_sold,operating_income,selling_gen_admin,research_dev,operating_expenses,investment_income_net,netInterestIncome,interest_income,interest_expense,noninterest_income,othernon_operatingincome,depreciation,dpr_and_amort,income_beforetax,incometax_expense,interest_debt_expense,netincome_cont_operations,comprehensive_income_netoftax,ebit,ebitda,netincome
TW,3/31/2019,USD,176752000,201617000,10040000,10040000,46277000,96678000,0,140515000,0,858000,858000,0,0,0,0,0,47135000,4783000,0,42352000,0,0,0,42352000
TXG,9/30/2019,USD,45727000,61207000,15480000,15480000,-9096000,32614000,22209000,54823000,0,-227000,481000,708000,0,-272000,0,0,-9595000,8000,0,-9603000,-9729000,-9096000,0,-9603000
UBER,3/31/2019,USD,984000000,3099000000,2115000000,2115000000,-1034000000,1463000000,409000000,4133000000,0,-173000000,17000000,217000000,0,26000000,0,0,-993000000,19000000,0,-1016000000,-1070000000,-1034000000,0,-1012000000
UCL,6/30/2020,USD,5487000,21026000,15539000,15539000,-41574000,33517000,13544000,-54000,0,-91000,15000,106000,0,0,0,0,-41611000,6000,0,-41617000,0,-41505000,0,-41617000
UPST,12/31/2020,USD,0,77715000,0,0,0,62166000,0,0,0,2289000,2289000,0,0,0,0,0,1398000,371000,0,1027000,0,0,0,1027000
VIAO,9/30/2020,EUR,6400000,43600000,37200000,37200000,1700000,4500000,400000,41900000,0,-300000,0,0,0,0,0,0,1400000,0,0,1400000,0,1700000,0,1400000
VIRI,12/31/2020,USD,0,0,0,0,-6421652,6389582,32070,6421652,0,0,0,0,0,0,0,0,-6501228,0,0,-6501228,0,-6421652,0,-6501228
VIR,9/30/2019,USD,-38460000,1403000,39863000,39863000,-47681000,9220000,39863000,49083000,0,2012000,2012000,0,0,-2659000,0,0,-48327000,-13000,0,-48314000,-48473000,-47681000,0,-48314000
VIST,6/30/2019,USD,27423000,120361000,92938000,92938000,7181000,19840000,0,113180000,0,-7694000,252000,7500000,0,0,0,0,2397000,-1305000,0,3702000,0,54171000,0,3702000
VITL,6/30/2020,USD,22698000,59341000,36643000,36643000,9062000,13636000,0,50279000,0,-97000,0,97000,0,0,0,0,8784000,2848000,0,5936000,0,9379000,0,5964000
VSTA,6/30/2020,BRL,71811000,120233000,48422000,48422000,-53076000,126063000,0,-1176000,0,-28294000,3567000,31861000,0,0,0,0,-82634000,-27696000,0,-54938000,0,-5975000,0,-54938000
VTRU,9/30/2020,BRL,53100000,109400000,56300000,56300000,16600000,35800000,0,700000,0,-6800000,5800000,12600000,0,0,0,0,3300000,13414000,0,4000000,0,35531000,0,4000000
WAFU,3/31/2019,USD,986310,2500200,1513890,1513890,-1515170,2023960,0,2023970,0,0,52120,0,0,0,0,0,-1461990,-109947,0,-621048,0,-878380,0,-1090370
WIMI,3/31/2020,CNY,26403415,85417950,0,0,0,8185967,0,0,0,0,0,0,0,0,0,0,0,490829,0,0,0,0,0,0
WISH,12/31/2020,USD,452000000,794000000,342000000,342000000,-511000000,813000000,150000000,1305000000,0,-2000000,0,0,0,0,0,0,-568000000,1000000,0,-569000000,0,-508000000,0,-569000000
WMG,6/30/2020,USD,483000000,1010000000,527000000,527000000,-433000000,869000000,0,916000000,0,-32000000,0,32000000,3316000000,-3000000,15000000,47000000,-469000000,51000000,0,-519000000,-505000000,-433000000,-386000000,-520000000
WORK,7/31/2019,USD,113867000,144973000,31106000,31106000,-363650000,259748000,217769000,477517000,0,4165000,4165000,208000,0,0,5800000,0,-360462000,-900000,0,-359616000,-359603000,-363650000,0,-359562000
WSG,6/30/2019,EUR,104404000,283802000,179398000,179398000,41723000,53699000,0,78670000,0,-15842000,321000,16163000,0,0,0,0,25734000,1169000,0,24565000,0,24615000,0,23446000
WTRE,3/31/2019,USD,60216000,146686000,144824000,144824000,52976000,13040000,0,151472000,0,43141000,-437000,-2841000,0,0,0,0,52539000,0,0,52539000,0,52021000,0,52539000
XPEV,9/30/2020,CNY,91541000,1990119000,1898578000,1898578000,-1744184000,1203792000,635373000,3734303000,0,19290000,23216000,3926000,0,0,0,0,-1148755000,6000,0,-1148761000,0,-1765038000,0,-1148761000
XP,12/31/2019,BRL,767579000,1254672000,487093000,487093000,168393000,670138000,0,-82051000,0,-51198000,-21769000,21769000,0,0,0,0,547165000,156979000,0,390186000,0,168107000,0,381186000
YALA,9/30/2020,USD,8217837,33826313,25608476,25608476,-30897309,37424976,1698495,64723622,0,22199,22199,0,0,0,0,0,-30871164,109112,0,-30980276,0,-30901255,0,-30980276
YJ,3/31/2019,CNY,654518000,3385555000,2731037000,2731037000,168000,654350000,0.05,3385387000,0,14921000,9659000,-0.01,0,0,0,0,20387000,2265000,0,16862000,0,5430000,0,14745000
YQ,12/31/2020,CNY,313219000,486787000,173568000,173568000,-363155000,484235000,192139000,849942000,0,2791000,2875000,84000,0,0,0,0,-365059000,0,0,-365059000,0,-364975000,0,-365059000
YSG,12/31/2020,CNY,1301010000,1961598000,660588000,660588000,-1533852000,2809252000,25610000,3495450000,0,5292000,5292000,0,0,0,0,0,-1532857000,-1653000,0,-1531204000,0,-1533852000,0,-1530596000
ZCMD,3/31/2020,USD,2810746,4231125,0,0,0,1668508,0,0,0,0,0,0,0,0,0,0,0,261240,0,0,0,0,0,0
ZGYH,12/31/2019,USD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1100150,0,0
ZNTL,3/31/2020,USD,0,0,0,0,-16399000,3141000,13258000,16399000,0,164000,164000,0,0,0,0,0,-16235000,0,0,-16235000,0,-16361000,0,-16126000
