symbol,fiscaldate_end,reported_currency,gross_profit,total_revenue,costof_revenue,costof_goodservices_sold,operating_income,selling_gen_admin,research_dev,operating_expenses,investment_income_net,net_interest_income,interest_income,interest_expense,noninterest_income,othernon_operatingincome,depreciation,dpr_and_amort,income_beforetax,incometax_expense,interest_debt_expense,netincome_cont_operations,comprehensive_income_netoftax,ebit,ebitda,netincome
PMVP,12/31/2020,USD,48000,48000,0,0,-10501000,4320000,6181000,10501000,0,48000,48000,0,0,48000,61000,0,-10453000,1000,0,-10454000,-10454000,-10501000,0,-10454000
PPD,12/31/2020,USD,721471000,1253538000,532067000,532067000,166579000,275415000,0,316024000,0,-50937000,0,50937000,1304475000,-48643000,0,41785000,98220000,-1877000,1869000,102463000,217255000,166579000,208364000,100097000
PPD,9/30/2020,USD,2745052000,1166411000,504739000,504739000,142463000,249320000,0,290234000,0,-49882000,433000,50315000,3299673000,-17153000,0,39500000,18684000,11169000,0,9102000,53267000,142463000,181963000,7515000
PPD,6/30/2020,USD,-561672000,892848000,443602000,443602000,105893000,237616000,0,277016000,0,-51403000,-51109000,51403000,-66667000,-26238000,0,39400000,79147000,17230000,43469000,62111000,76744000,105893000,145293000,61917000
PRAX,12/31/2020,USD,0,0,0,0,-25712000,9440000,16272000,25712000,0,6000,6000,0,0,0,0,0,-25706000,0,0,-25706000,0,-25692000,0,-25706000
PRAX,9/30/2020,USD,0,0,0,0,-16217000,3431000,12786000,16217000,0,1000,1000,0,0,0,0,0,-16216000,0,0,-16216000,0,-16207000,0,-16216000
PRAX,6/30/2020,USD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4000,0,0,0,0,0,0
PRAX,3/31/2020,USD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4000,0,0,0,0,0,0
PRAX,12/31/2019,USD,0,0,0,0,-7494000,1795000,5699000,7494000,0,22000,22000,0,0,0,0,0,-7472000,-42000,0,-7388000,0,-7291000,0,-7388000
PRAX,9/30/2019,USD,0,0,0,0,-10654000,1308000,9346000,10654000,0,48000,48000,0,0,0,0,0,-10606000,-42000,0,-10606000,0,-10644000,0,-10606000
PRFX,12/31/2020,USD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,110000,0,0,0,0,0,0
PRFX,9/30/2020,USD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,110000,0,0,0,0,0,0
PRFX,6/30/2020,USD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PRFX,3/31/2020,USD,0,0,0,0,0,107500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PRFX,12/31/2019,USD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PRFX,9/30/2019,USD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PRFX,6/30/2019,USD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PRFX,3/31/2019,USD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PRLD,12/31/2020,USD,0,0,0,0,-19446000,4874000,14572000,19446000,0,0,0,0,0,0,0,0,-19250000,0,0,-19250000,0,-19313000,0,-19250000
PRLD,9/30/2020,USD,0,0,0,0,-18144000,2851000,15293000,18144000,0,0,0,0,0,0,0,0,-16760000,0,0,-16760000,0,-18002000,0,-16760000
PRLD,6/30/2020,USD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PRLD,3/31/2020,USD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PRLD,12/31/2019,USD,0,0,0,0,-10095000,1246000,8849000,10095000,0,0,0,0,0,0,0,0,-10039000,0,0,-10039000,0,-9967000,0,-10039000
PRLD,9/30/2019,USD,0,0,0,0,-6884000,1394000,5490000,6884000,0,0,0,0,0,0,0,0,-6734000,0,0,-6734000,0,-6785000,0,-6734000
PRLD,6/30/2019,USD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PRLD,3/31/2019,USD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PROG,12/31/2020,USD,-7151000,4026000,21427000,21427000,-51371000,32994000,11226000,44220000,0,-2699000,0,2699000,6725000,0,1000000,1297000,-75364000,164000,10250000,-75528000,-75528000,-51371000,-50074000,-75528000
PROG,9/30/2020,USD,2342000,23418000,23601000,23601000,-44571000,33870000,13043000,46913000,0,-2476000,0,2476000,25894000,0,1000000,1261000,-47065000,0,2476000,-47065000,-47065000,-44571000,-43310000,-47065000
PROS,12/31/2020,USD,47320000,199732000,152412000,0,-2519000,24380000,0,36621000,-1118000,-3975000,0,3975000,178088000,0,0,0,-331000,3589000,3975000,2158000,14173000,-2519000,0,-3920000
PROS,9/30/2020,USD,30506000,194142000,163636000,0,6126000,22986000,0,22986000,-1024000,-4216000,0,4216000,172376000,0,0,0,1930000,412000,4216000,1498000,19791000,6126000,0,1518000
PROS,6/30/2020,USD,52906000,207412000,154506000,0,25101000,26415000,0,26415000,-532000,-3067000,0,3067000,181629000,0,0,0,22313000,4751000,3067000,17283000,94306000,25101000,0,17562000
PROS,3/31/2020,USD,40278000,214821000,174543000,0,11904000,26637000,0,26637000,-539000,-3105000,-3105000,3105000,205662000,0,0,0,9056000,1988000,3105000,6811000,-54373000,11904000,0,7068000
PROS,12/31/2019,USD,50012000,225105000,175093000,175093000,21666000,26497000,0,26527000,-457000,-3075000,-3070000,3075000,207311000,0,0,0,12404000,3884000,3075000,14742000,12043000,21666000,0,8520000
PROS,9/30/2019,USD,46721000,219870000,173149000,173149000,13592000,25967000,0,25967000,-426000,-3216000,-3216000,3216000,202455000,0,0,0,10327000,2015000,3216000,8361000,13398000,13592000,0,8312000
PROS,6/30/2019,USD,47464000,220112000,172648000,172648000,14266000,26028000,0,207850000,0,-3147000,-3147000,3147000,0,0,0,0,11041000,2423000,0,8696000,32025000,14188000,0,8618000
PROS,3/31/2019,USD,48066000,212972000,164906000,164906000,20872000,27194000,0,194211000,0,-3362000,-3362000,3362000,0,0,0,0,17255000,3815000,0,13695000,41192000,20617000,0,13440000
PROS,12/31/2018,USD,0,203575000,0,0,19933000,24965000,0,0,0,0,0,3170000,0,0,0,0,17419000,3299000,0,13464000,5754000,20589000,0,14120000
PROS,9/30/2018,USD,47555000,201726000,154171000,154171000,22504000,25051000,0,179222000,0,0,0,3092000,0,0,0,0,18983000,3809000,0,15603000,14617000,22075000,0,15174000
PROS,6/30/2018,USD,46339000,199525000,153186000,153186000,21459000,24880000,0,178066000,0,0,0,3084000,0,0,0,0,18177000,3723000,0,14652000,3224000,21261000,0,14454000
PROS,3/31/2018,USD,40821000,181046000,140225000,140225000,15599000,25222000,0,165447000,0,0,0,-3031000,0,0,0,0,12568000,2558000,0,10010000,0,15599000,0,10795000
PRVL,9/30/2020,USD,0,0,0,0,-18624000,6303000,12321000,18624000,0,37000,37000,0,0,0,0,0,-18587000,0,0,-18587000,0,-18502000,0,-18587000
PRVL,6/30/2020,USD,0,0,0,0,-22151000,9208000,12943000,22151000,0,51000,51000,0,0,0,0,0,-22100000,0,0,-22100000,0,-22037000,0,-22100000
PRVL,3/31/2020,USD,0,0,0,0,-19279000,7862000,11417000,19279000,0,494000,494000,0,0,0,0,0,-18575000,0,0,-18575000,0,-19168000,0,-18575000
PRVL,12/31/2019,USD,0,0,0,0,-18551000,6955000,11596000,18551000,0,710000,710000,0,0,0,0,0,-17841000,0,0,-17841000,0,-17777000,0,-17841000
PRVL,9/30/2019,USD,0,0,0,0,-21288000,4452000,16836000,21288000,0,989000,989000,0,0,0,0,0,-20299000,0,0,-20299000,0,-20191000,0,-20299000
PRVL,6/30/2019,USD,0,0,0,0,-15668000,3713000,11955000,15668000,0,565000,565000,0,0,0,0,0,-15103000,0,0,-15103000,0,-15046825,0,-15103000
PRVL,3/31/2019,USD,0,0,0,0,-10296510,1885190,8411317,10296506,0,351337,351340,0,0,0,0,0,-9945170,0,0,-9945169,0,-9908344,0,-9945170
PRVL,12/31/2018,USD,0,0,0,0,-18808550,4681530,0,0,0,0,0,0,0,0,0,0,-19087540,0,0,0,0,0,0,-19087540
PRVL,9/30/2018,USD,0,0,0,0,-5519000,920000,4599000,5519000,0,0,0,0,0,0,0,0,-5199000,0,0,-5199000,0,-5519000,0,-5199000
PRVL,6/30/2018,USD,0,0,0,0,-4166000,959000,3207000,4166000,0,0,0,0,0,0,0,0,-3944000,0,0,-3944000,0,-4166000,0,-3944000
PRVL,3/31/2018,USD,0,0,0,0,-1945644,641223,1304421,1945644,0,0,0,-471078,0,0,0,0,-3198174,0,0,-3198174,0,-1945644,0,-3198174
PSN,12/31/2020,USD,224617000,958979000,734362000,734362000,41579000,191752000,0,225064000,275000,-7025000,275000,7300000,965044000,1851000,10100000,32538000,31111000,9500000,7300000,26905000,25795000,41579000,74117000,21611000
PSN,9/30/2020,USD,211772000,1000541000,788769000,788769000,66271000,165937000,0,196926000,88000,-5387000,88000,5475000,1004969000,1653000,9500000,30952000,56675000,16017000,5475000,46520000,42600000,66271000,97223000,40658000
PSN,6/30/2020,USD,227104000,976428000,749324000,749324000,46264000,187640000,0,219721000,196000,-3963000,196000,4159000,979459000,715000,9800000,32081000,35190000,11891000,4159000,31125000,26422000,46264000,78345000,23299000
PSN,3/31/2020,USD,-773825000,966800000,769632000,769632000,23701000,183774000,0,216079000,228000,-3794000,228000,4022000,-1279000,-452000,9600000,32409000,18057000,5084000,4022000,14371000,4120000,23701000,56110000,12973000
PSN,12/31/2019,USD,-3748842000,1031520000,825550000,825550000,24274000,199980000,0,237663000,171000,-3981000,171000,4152000,-2920204000,-812000,9100000,33008000,10899000,-2823000,4152000,22304000,17443000,24274000,57282000,13722000
PSN,9/30/2019,USD,217845000,1016397000,798552000,798552000,53449000,178550000,0,210548000,427000,-4482000,427000,4909000,1020167000,-3127000,8900000,31027000,41359000,-15453000,4909000,61293000,56974000,53449000,84476000,56812000
PSN,6/30/2019,USD,-6151000,983591000,784723000,784723000,-8706000,43311000,0,74738000,225000,-6151000,225000,6376000,989742000,1506000,9700000,31074000,-13237000,-53496000,6376000,44790000,44904000,-8706000,22368000,40259000
PSNL,12/31/2020,USD,6070000,20176000,14106000,14106000,-13370000,10920000,8520000,19440000,76000,0,76000,0,20176000,-29000,0,0,-13323000,18000,0,-13341000,-13356000,-13370000,0,-13341000
PSNL,9/30/2020,USD,5333000,19816000,14483000,14483000,-9653000,7793000,7193000,14986000,117000,0,117000,0,19816000,-4000,0,0,-9540000,5000,0,-9545000,-9614000,-9653000,0,-9545000
PSNL,6/30/2020,USD,4672000,19495000,14823000,14823000,-9498000,7705000,6465000,14170000,246000,0,246000,0,0,1000,0,0,-9251000,4000,0,-9255000,-9222000,-9498000,0,-9255000
PSNL,3/31/2020,USD,-15124000,19159000,15122000,15122000,-9625000,7274000,6390000,13664000,510000,-2000,510000,2000,0,8000,0,0,-9109000,30000,2000,-9139000,-9060000,-9625000,0,-9139000
PSNL,12/31/2019,USD,6565000,18154000,11589000,11589000,-7196000,6388000,7373000,13661000,580000,0,580000,0,0,-25000,0,0,-6641000,4000,0,-6645000,-6622000,-7196000,0,-6645000
PSNL,9/30/2019,USD,-13432000,15245000,11524000,11524000,-5730000,6056000,5303000,11512000,756000,-204000,756000,204000,0,-2000,0,0,-6884000,1000,1908000,-6885000,-6899000,-5730000,0,-6885000
PSNL,6/30/2019,USD,-24927000,-15004000,9923000,9923000,-4061000,5466000,4497000,19886000,0,-545000,200000,745000,0,-1261000,0,0,-5867000,2000,0,-5869000,-5884000,-4061000,0,-5869000
PSNL,3/31/2019,USD,3984000,14075000,10091000,10091000,-5431000,4170000,5245000,19506000,0,-100000,-100000,184000,0,-152000,0,0,-5683000,2000,0,-5685000,-5670000,-5431000,0,-5685000
PSNL,12/31/2018,USD,4829000,13157000,8328000,8328000,-3148000,3696000,4281000,0,0,0,0,244000,0,-239000,0,0,-3553000,2000,0,0,-3557000,-3148000,0,-3555000
PSNL,9/30/2018,USD,4481000,11654000,7173000,7173000,-1751000,2658000,3574000,13405000,0,0,0,455000,0,-180000,0,0,-3639000,2000,0,-3641000,-3642000,-1751000,0,-3641000
PSNL,6/30/2018,USD,2396000,8799000,6403000,6403000,-3708000,2604000,3500000,12507000,0,0,0,573000,0,218000,0,0,-7314000,1000,0,-7315000,-7320000,-3708000,0,-7315000
PSTL,9/30/2020,USD,6296468,6296468,1258029,1258029,616823,2027284,0,5679645,668,-607254,-122982,484272,0,0,1182077,2394332,14570,29754,484272,-20185,-25186,616823,3011155,-15184
PSTL,6/30/2020,USD,5604937,5604937,1091299,1091299,434951,1916905,0,5169986,661,-659653,-114738,544915,0,0,1043203,2161782,-145625,4925,544915,-229627,-308704,434951,2596733,-150550
PSTL,3/31/2020,USD,5197636,5197636,1048992,1048992,-187767,2301543,0,5385403,826,-831862,-103636,728226,0,0,926096,2034868,-667558,10197,728226,-1029826,-1381897,-187767,1847101,-677755
PSTL,12/31/2019,USD,3858859,3858859,872422,872422,-375360,2461164,0,4234219,2534,-694036,395194,1089230,0,0,641808,1485506,-797448,0,1089230,-1069396,-1069396,-375360,1110146,-797448
PSTL,9/30/2019,USD,3008347,3008347,686555,686555,-346273,1230648,0,3354620,1136,-52303,-3387,48916,0,0,462658,1066338,-314228,-6259,4523,-392317,-392317,-346273,720065,-307969
PSTL,6/30/2019,USD,1868625,2405982,537357,537357,132821,968032,0,2273161,0,-414356,-186316,228040,0,0,0,767772,-385537,6259,0,-287794,-289287,132821,900593,-391796
PSTX,12/31/2020,USD,-852000,-852000,0,0,-35360000,7476000,27884000,35360000,0,-852000,0,852000,0,64000,1100000,1040000,-36148000,0,852000,-36148000,-36104000,-35360000,-34320000,-36148000
PSTX,9/30/2020,USD,-848000,-848000,0,0,-33474000,6463000,27016000,33474000,0,-848000,0,848000,0,-92000,600000,687000,-34414000,0,848000,-34415000,-34473000,-33474000,-32787000,-34414000
PTK,9/30/2020,USD,0,0,0,0,-272510,272510,0,272510,0,0,3140,0,0,0,0,0,-269370,0,0,-269374,0,-272510,0,-269370
PTK,6/30/2020,USD,0,0,0,0,-98230,98230,0,98230,0,0,0,0,0,0,0,0,-98230,0,0,-98230,0,-98230,0,-98230
PTK,3/31/2020,USD,0,0,0,0,-8590,8590,0,8592,0,0,0,0,0,0,0,0,-8590,0,0,-8592,0,-8592,0,-8590
PTON,12/31/2020,USD,424800000,1064800000,640000000,640000000,58800000,318500000,47500000,366000000,0,1900000,1900000,0,1064800000,-100000,0,0,60600000,-3000000,0,63600000,67500000,58800000,0,63600000
PTON,9/30/2020,USD,328700000,757900000,429200000,429200000,68900000,223200000,36600000,259800000,0,2400000,2400000,0,757900000,-700000,0,0,70600000,1300000,0,69300000,71900000,68900000,0,69300000
PTON,6/30/2020,USD,288800000,607100000,318200000,318200000,90000000,170400000,28400000,198800000,0,3500000,0,0,607100000,-700000,0,0,92900000,3800000,0,89000000,98900000,90000000,0,89100000
PTON,3/31/2020,USD,245800000,524700000,278800000,269100000,-58400000,281600000,22500000,304200000,0,5600000,5600000,0,524600000,-2900000,0,0,-55700000,-100000,0,-55600000,-58600000,-58400000,0,-55600000
PTON,12/31/2019,USD,197100000,466200000,269100000,278800000,-61500000,238000000,20700000,258700000,0,5900000,5900000,0,466300000,-100000,0,0,-55800000,-400000,0,-55400000,-50900000,-61500000,0,-55400000
PTON,9/30/2019,USD,105100000,228000000,122900000,122900000,-50900000,138500000,17400000,156000000,0,1300000,1300000,0,0,-100000,0,0,-49700000,100000,0,-49800000,-51100000,-50900000,0,-49800000
PTON,6/30/2019,USD,100100000,223300000,123200000,278800000,-49400000,281700000,17000000,149400000,0,1800000,0,0,0,0,0,0,-47500000,-100000,0,-47300000,-48200000,-49400000,0,-47400000
PTON,3/31/2019,USD,120600000,316700000,196100000,196100000,-41400000,148100000,13800000,162000000,0,3000000,0,0,0,0,0,0,-38400000,200000,0,-38600000,-38200000,-41400000,0,-38600000
PTON,12/31/2018,USD,111300000,262800000,151500000,0,-56000000,0,12400000,167300000,0,0,0,0,0,-300000,0,0,0,0,0,0,-54400000,-56000000,0,-55100000
PTON,9/30/2018,USD,51500000,112100000,60600000,60600000,-55600000,95500000,11600000,107100000,0,0,0,0,0,0,0,0,-54500000,0,0,-54500000,-54600000,-55600000,0,-54500000
PTVE,12/31/2020,USD,188000000,946000000,987000000,987000000,81000000,112000000,0,86000000,0,3000000,0,-3000000,1202000000,-2000000,64000000,-34000000,219000000,-17000000,-32000000,17000000,273000000,81000000,47000000,236000000
PTVE,9/30/2020,USD,184000000,1457000000,1011000000,1011000000,-31000000,116000000,0,1171000000,0,-80000000,3000000,68000000,1210000000,1000000,58000000,0,-317000000,42000000,0,-143000000,-293000000,-31000000,0,-359000000
PUBM,12/31/2020,USD,44792000,56242000,11450000,11450000,22206000,19616000,2970000,34036000,0,0,0,0,0,0,0,0,21688000,2863000,0,18825000,0,26375000,0,18825000
PUBM,9/30/2020,USD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1621000,0,0,0,0,0,0
PUBM,12/31/2019,USD,25070000,34393000,9323000,9323000,5869000,16082000,3119000,28524000,0,291000,291000,0,0,0,0,0,5783000,1659000,0,4124000,0,9200000,0,4124000
PUBM,9/30/2019,USD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1039000,0,0,0,0,0,0
PUYI,6/30/2020,USD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,188500,0,0,0,0,0,0
PUYI,3/31/2020,USD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,188500,0,0,0,0,0,0
PUYI,12/31/2019,USD,21722500,31180000,9457500,9457500,-17817000,39539500,0,48997000,0,0,0,0,0,0,0,0,-12679000,-1385500,0,-11293500,0,-17817000,0,-11017500
PUYI,9/30/2019,USD,21722500,31180000,9457500,9457500,-17817000,39539500,0,48997000,0,0,0,0,0,0,0,0,-12679000,-1385500,0,-11293500,0,-17817000,0,-11017500
PUYI,6/30/2019,USD,30467500,39490500,9023000,9023000,1853500,28614000,0,37637000,0,0,0,0,0,0,0,0,3459500,241500,0,3218000,0,1853500,0,3518000
PUYI,3/31/2019,USD,30467500,39490500,9023000,9023000,1853500,28614000,0,37637000,0,0,0,0,0,0,0,0,3459500,241500,0,3218000,0,1853500,0,3518000
PUYI,12/31/2018,USD,55602000,62125000,6523000,6523000,26186500,29415500,0,35938500,0,0,0,-524000,0,0,0,0,27250000,4456500,0,22793500,0,26186500,0,23247500
PUYI,9/30/2018,USD,55602000,62125000,6523000,6523000,26186500,29415500,0,35938500,0,0,0,-524000,0,0,0,0,27250000,4456500,0,22793500,0,26186500,0,23247500
PUYI,6/30/2018,USD,0,25049000,4073000,4073000,9501000,11193000,0,0,0,0,0,0,0,0,0,0,10859000,1248000,0,0,0,0,0,9759000
PUYI,12/31/2017,USD,35600500,44466000,8865500,8865500,18450000,17150500,0,26016000,0,0,0,-524000,0,0,0,0,20268500,2797000,0,17471500,0,18450000,0,17242500
PUYI,9/30/2017,USD,35600500,44466000,8865500,8865500,18450000,17150500,0,26016000,0,0,0,-524000,0,0,0,0,20268500,2797000,0,17471500,0,18450000,0,17242500
PUYI,6/30/2017,USD,0,22966000,7631000,7631000,6968000,8121000,0,0,0,0,0,341000,0,0,0,0,7012000,1127000,0,0,0,0,0,5578000
PYPD,12/31/2020,USD,0,0,0,0,-7888000,2882000,5006000,7888000,0,339000,0,0,0,0,0,0,-7549000,0,0,-7549000,0,-7888000,0,-7549000
PYPD,9/30/2020,USD,0,0,0,0,-6676000,2500000,4176000,6676000,0,218000,0,0,0,0,0,0,-6458000,0,0,-6458000,0,-6676000,0,-6458000
PYPD,6/30/2020,USD,0,0,0,0,-7272000,2933000,4339000,7272000,0,-9721000,0,0,0,0,0,0,-16993000,0,0,-16993000,0,-7272000,0,-16993000
PYPD,3/31/2020,USD,0,0,0,0,-4436000,1003000,3433000,4436000,0,-1433000,-1433000,1433000,0,0,0,0,-5869000,0,0,-5869000,0,-4192000,0,-5869000
PYPD,12/31/2019,USD,0,0,0,0,-4408000,1094000,3314000,4408000,0,-11062000,0,0,0,0,0,0,-3860000,0,0,-3860000,0,7262000,0,-3860000
PYPD,9/30/2019,USD,0,0,0,0,-5253000,1464000,3789000,5253000,0,3145000,0,0,0,0,0,0,-2108000,0,0,-2108000,0,-5253000,0,-2108000
PYPD,6/30/2019,USD,0,0,0,0,-4702000,1199000,3503000,4702000,0,4995000,0,0,0,0,0,0,293000,0,0,293000,0,-4702000,0,293000
PYPD,3/31/2019,USD,0,0,0,0,-4197000,720000,0,0,0,0,2967000,0,0,0,0,0,-1230000,0,0,0,0,-4007000,0,-1230000
PYPD,12/31/2017,USD,0,0,0,0,-5015000,1773000,0,0,0,0,-35126000,0,0,0,0,0,-40141000,0,0,0,0,0,0,-40141000
PYPD,9/30/2017,USD,0,0,0,0,-8785000,2291000,0,0,0,0,-5562000,0,0,0,0,0,-14347000,0,0,0,0,0,0,-14347000
PYPD,12/31/2016,USD,0,0,0,0,-3189000,780000,0,0,0,0,0,0,0,0,0,0,-2143000,0,0,0,0,0,0,-2143000
PYPD,9/30/2016,USD,0,0,0,0,-7070000,1771000,0,0,0,0,0,0,0,0,0,0,-9249000,0,0,0,0,0,0,-9249000
QH,9/30/2020,CNY,80906000,769544000,688638000,688638000,-25324000,103201000,3029000,794868000,0,-2190000,110000,2300000,0,0,0,0,5121000,15822000,0,-10701000,0,7421000,0,-9605000
QH,6/30/2020,CNY,60353000,547577000,487224000,487224000,28134000,29487000,2732000,519443000,0,-1969000,254000,2223000,0,0,0,0,31198000,11518000,0,19680000,0,31989000,0,20660000
QH,3/31/2020,CNY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7218000,0,0,0,0,0,0
QH,12/31/2019,CNY,162276000,2055789000,1893513000,1893513000,-12454000,161160000,3181000,174730000,0,-2056000,-7145000,2227000,0,0,0,0,8131000,6284500,0,-284000,0,9971000,0,-11765000
QH,9/30/2019,CNY,47474000,636962000,589488000,589488000,12174000,33146000,2154000,624788000,0,-1786000,93000,1879000,0,0,0,0,18135000,11381000,0,6754000,0,20014000,0,6642000
QH,6/30/2019,CNY,48364000,410122000,361758000,361758000,-22972000,22189000,2732000,386679000,0,-640000,-1855000,648000,0,0,0,0,-10909000,4505500,0,26447000,0,32513000,0,-18649000
QH,3/31/2019,CNY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4505500,0,0,0,0,0,0
QK,9/30/2020,CNY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-6500,0,0,0,0,0,0
QK,6/30/2020,CNY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-6500,0,0,0,0,0,0
QK,3/31/2020,CNY,-67849000,627101000,694950000,694950000,0,105539000,0,384869000,0,0,0,0,0,0,0,0,0,13000,0,0,0,-478319000,0,0
QK,12/31/2019,CNY,-15675000,335832000,351507000,351507000,0,65461000,0,-1967000,0,0,0,0,0,0,0,0,0,13000,0,0,0,-30314000,0,0
QK,9/30/2019,CNY,-15675000,335832000,351507000,351507000,-87818000,65461000,8649000,-1967000,0,-24007000,1607000,25616000,0,0,0,0,-125113000,23000,0,-125136000,0,-30314000,0,-125116000
QK,3/31/2019,CNY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42500,0,0,0,0,0,0
QK,9/30/2018,CNY,-27284000,296913000,324197000,324197000,-137784000,69543000,0,11.89,0,0,-21271000,-0.66,0,0,0,0,-176289000,17000,0,-5.18,0,-3.16,0,-176291000
RAPT,12/31/2020,USD,1486000,1486000,0,0,-13085000,3483000,10904000,14387000,-229000,0,0,0,1486000,0,0,265000,-12536000,199000,0,-12735000,-12986000,-13085000,-12820000,-12735000
RAPT,9/30/2020,USD,1598000,1598000,0,0,-14581000,3197000,12912000,16109000,-217000,0,0,0,1598000,0,0,300000,-14344000,287000,0,-14631000,-14734000,-14581000,-14281000,-14631000
RAPT,6/30/2020,USD,1277000,1277000,0,0,-12511000,2802000,10986000,13788000,0,0,0,0,1277000,0,0,400000,-12120000,267000,0,-12387000,-12217000,-12511000,-12111000,-12387000
RAPT,3/31/2020,USD,-204000,731000,935000,0,-13037000,3289000,10683000,13972000,0,0,0,0,-204000,0,0,199000,-12902000,237000,0,-13139000,-13152000,-13037000,-12838000,-13139000
RAPT,12/31/2019,USD,37000,37000,0,0,-12815000,2625000,10190000,12815000,0,0,0,0,37000,0,0,319000,-12556000,660000,0,-13216000,-13209000,-12815000,-12496000,-13216000
RBKB,9/30/2020,USD,8886000,8886000,2250000,0,6784000,1746000,0,2089000,0,9028000,10874000,1846000,2096000,0,0,356000,1442000,292000,1846000,1150000,1412000,6784000,7140000,1150000
RBKB,6/30/2020,USD,8485000,8485000,2255000,0,6801000,1674000,0,1684000,0,8977000,11213000,2236000,1750000,0,0,10000,1707000,359000,2236000,1348000,-254000,6801000,6811000,1348000
RBKB,3/31/2020,USD,8692000,8692000,1200000,0,6684000,1669000,0,2008000,0,8321000,10740000,2419000,1560000,0,0,339000,1382000,307000,2419000,1075000,3960000,6684000,7023000,1075000
RBKB,12/31/2019,USD,9325000,9325000,450000,0,7673000,1319000,0,1652000,0,8292000,10683000,2391000,1474000,0,0,333000,2189000,449000,2391000,1740000,1569000,7673000,8006000,1740000
RBKB,9/30/2019,USD,9483000,9483000,450000,0,7280000,1869000,0,2203000,0,8464000,10825000,2361000,1459000,0,0,334000,2641000,550000,2361000,2091000,2513000,7280000,7614000,2091000
RBKB,6/30/2019,USD,8580000,8580000,780000,0,6822000,1748000,0,1758000,0,7921000,10120000,2199000,1433000,0,0,10000,1526000,305000,2199000,1221000,2782000,6822000,6832000,1221000
RBKB,3/31/2019,USD,8089000,8089000,780000,0,5972000,1785000,0,2117000,0,7570000,9358000,1788000,1264000,0,0,332000,1136000,225000,1788000,911000,2007000,5972000,6304000,911000
RBKB,12/31/2018,USD,8594000,8594000,525000,0,6119000,1797000,0,2459000,0,7521000,9241000,1720000,1551000,0,0,291000,1667000,469000,1720000,1198000,2264000,6119000,6410000,1198000
REAL,12/31/2020,USD,-54986000,83534000,33451000,33451000,36162000,38715000,0,101731000,168000,-2454000,342000,2796000,85988000,-80000,0,5100000,38166000,63000,2454000,-51343000,38397000,36162000,41262000,38103000
REAL,9/30/2020,USD,49784000,75646000,28268000,28268000,-41364000,35384000,0,91148000,448000,-2406000,0,2406000,78052000,0,0,4900000,-43322000,-17000,2406000,-43305000,-43599000,-41364000,-36464000,-43305000
REAL,6/30/2020,USD,35769000,57389000,21620000,21620000,-42972000,32559000,0,78741000,616000,-384000,0,384000,0,-97000,0,4600000,-42837000,55000,384000,-42892000,-42812000,-42972000,-38372000,-42892000
REAL,3/31/2020,USD,49197000,78239000,29042000,29042000,-39566000,35104000,0,88763000,1286000,-20000,0,20000,0,8000,0,4100000,-38292000,0,20000,-38292000,-37978000,-39566000,-35466000,-38292000
REAL,12/31/2019,USD,62547000,93686000,31183000,34774000,-22862000,34553000,0,85409000,1675000,-44000,0,44000,0,4000,0,3900000,-21227000,148000,44000,-21375000,-21369000,-22862000,-18962000,-21375000
REAL,9/30/2019,USD,52228000,81455000,29288000,28257000,-27005000,28436000,0,79233000,1903000,-61000,-1000,60000,0,-119000,0,3500000,-25282000,-8000,61000,-25274000,-25278000,-27005000,-23505000,-25274000
